algo,avg_eval,avg_report,best_eval,best_report,eval_mode,feasible_rate,gen,gen_best_eval,gen_best_report,generations,pop,ratio_to_remove,report_mode,run_id,seed
ga,4240.106666666667,3710.91,23595,23595,penalized,0.20333333333333334,0,23595,23595,300,300,0.1,strict,cfg0,0
ga,6900.21,4458.443333333334,24310,24310,penalized,0.19666666666666666,5,24310,24310,300,300,0.1,strict,cfg0,0
ga,22388.03,18491.163333333334,25611,25611,penalized,0.7466666666666667,10,25611,25611,300,300,0.1,strict,cfg0,0
ga,21536.33,15375.26,26579,26579,penalized,0.5933333333333334,15,26579,26579,300,300,0.1,strict,cfg0,0
ga,22770.543333333335,18285.35,26714,26714,penalized,0.6866666666666666,20,26714,26714,300,300,0.1,strict,cfg0,0
ga,24272.79,20184.146666666667,26714,26714,penalized,0.7566666666666667,25,26714,26714,300,300,0.1,strict,cfg0,0
ga,24843.883333333335,21265.77,26714,26714,penalized,0.7966666666666666,30,26714,26714,300,300,0.1,strict,cfg0,0
ga,25089.283333333333,22313.066666666666,26714,26714,penalized,0.8366666666666667,35,26714,26714,300,300,0.1,strict,cfg0,0
ga,24913.806666666667,21233.68666666667,26714,26714,penalized,0.7966666666666666,40,26714,26714,300,300,0.1,strict,cfg0,0
ga,25406.853333333333,22589.06333333333,26714,26714,penalized,0.8466666666666667,45,26714,26714,300,300,0.1,strict,cfg0,0
ga,24972.953333333335,21787.966666666667,27162,27162,penalized,0.8166666666666667,50,27162,27162,300,300,0.1,strict,cfg0,0
ga,25663.683333333334,22305.05,27162,27162,penalized,0.8233333333333334,55,27162,27162,300,300,0.1,strict,cfg0,0
ga,25912.19,22690.14,27162,27162,penalized,0.8366666666666667,60,27162,27162,300,300,0.1,strict,cfg0,0
ga,25421.653333333332,21614.29,27162,27162,penalized,0.7966666666666666,65,27162,27162,300,300,0.1,strict,cfg0,0
ga,25793.023333333334,23013.84,27162,27162,penalized,0.85,70,27162,27162,300,300,0.1,strict,cfg0,0
ga,25659.443333333333,22502.52,27162,27162,penalized,0.83,75,27162,27162,300,300,0.1,strict,cfg0,0
ga,25249.676666666666,21244.386666666665,27162,27162,penalized,0.7833333333333333,80,27162,27162,300,300,0.1,strict,cfg0,0
ga,25905.72,23490.876666666667,27162,27162,penalized,0.8666666666666667,85,27162,27162,300,300,0.1,strict,cfg0,0
ga,26047.493333333332,23401.213333333333,27162,27162,penalized,0.8633333333333333,90,27162,27162,300,300,0.1,strict,cfg0,0
ga,25863.65,22418.93,27162,27162,penalized,0.8266666666666667,95,27162,27162,300,300,0.1,strict,cfg0,0
ga,25899.596666666668,23048.56,27162,27162,penalized,0.85,100,27162,27162,300,300,0.1,strict,cfg0,0
ga,25508.48,21887.976666666666,27162,27162,penalized,0.8066666666666666,105,27162,27162,300,300,0.1,strict,cfg0,0
ga,25238.236666666668,21148.893333333333,27162,27162,penalized,0.78,110,27162,27162,300,300,0.1,strict,cfg0,0
